url,label,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A12,A14,A13,A15,A17,A25,A18,A19,A21,A23,A22,A24
kompas.com,0,18,0,0,1,0,0,0,1,6,941378144097.067,4,54,0,0,1,1,0,0,0.01735357917570499,0.03036876355748373,0.0,0.0
latimes.com,0,19,0,0,1,0,0,0,1,7,1099662955359.493,2,109,0,0,0,1,0,1,0.016055045871559634,0.0022935779816513763,0.038461538461538464,0.0
lavanguardia.com,0,24,0,0,1,0,0,0,1,6,699927773774.599,2,17991,0,0,0,1,1,0,0.019543973941368076,0.003257328990228013,0.034482758620689655,0.0
lefigaro.fr,0,19,0,0,1,0,0,0,1,6,920667366410.272,2,11,2,11,1,1,0,1,0.005813953488372093,0.02180232558139535,0.0425531914893617,0.0
lemonde.fr,0,18,0,0,1,0,0,0,1,7,637648799618.208,1,52,0,0,1,1,0,0,0.022535211267605635,0.022535211267605635,0.02702702702702703,0.0
leparisien.fr,0,21,0,0,1,0,0,0,1,6,526447615508.05005,2,43190,0,0,1,1,1,1,0.0073937153419593345,0.0018484288354898336,0.0125,0.0
lexpress.fr,0,19,0,0,1,0,0,0,1,6,857681796579.259,2,43193,0,0,0,1,1,1,0.0219435736677116,0.003134796238244514,0.043478260869565216,0.0
line.me,0,15,0,0,1,0,0,0,1,7,551148933371.421,1,295,0,0,1,1,1,1,0.125,0.0,0.0,0.0
linkedin.com,0,20,0,0,1,0,0,0,1,10,724389515540.449,1,53,1,204,0,1,0,0,0.012738853503184714,0.006369426751592357,0.1111111111111111,0.0
linktr.ee,0,17,0,0,1,0,0,0,1,8,303170062895.361,4,33,0,0,1,1,1,0,0.0603448275862069,0.0603448275862069,0.0,0.0
live.com,0,16,0,0,1,0,0,0,1,5,972050225588.37,1,3235,0,0,0,0,0,0,0.0,0.0,0.0,0.0
liveinternet.ru,0,23,0,0,1,0,0,0,1,6,728521031508.087,1,28794,0,0,0,1,0,1,0.034482758620689655,0.0,0.0,0.0
m.wikipedia.org,0,23,0,0,2,0,0,0,1,4,781296302213.358,1,34,1,124,0,1,0,1,0.008,0.008,0.05,0.0
mail.google.com,0,23,0,0,2,0,0,0,1,8,886345045680.7981,1,199,1,121,0,1,1,0,0.16666666666666666,0.0,0.3333333333333333,0.0
mail.ru,0,15,0,0,1,0,0,0,1,7,885270265541.541,3,20,0,0,0,0,0,0,0.0,0.0,0.0,0.0
maps.google.com,0,23,0,0,2,0,0,0,1,10,886345063725.443,1,104,1,149,0,1,0,1,1.0,0.0,0.0,0.0
marca.com,0,17,0,0,1,0,0,0,1,6,902498286916.317,1,295,1,294,0,1,0,0,0.007207207207207207,0.0018018018018018018,0.045454545454545456,0.0
mashable.com,0,20,0,0,1,0,0,0,1,7,638856460504.708,2,294,2,295,1,1,1,1,0.01856763925729443,0.0,0.007246376811594203,0.0
mdpi.com,0,16,0,0,1,0,0,0,1,7,688779603007.302,2,24,2,24,0,1,1,0,0.15532286212914484,0.15532286212914484,0.0,0.0
mediafire.com,0,21,0,0,1,0,0,0,1,7,731561222421.5,2,284,0,0,1,1,1,1,0.16326530612244897,0.1836734693877551,0.125,0.0
medium.com,0,18,0,0,1,0,0,0,1,9,864399503094.733,2,225,2,175,0,1,1,0,0.14285714285714285,0.0,0.0,0.0
mega.nz,0,15,0,0,1,0,0,0,1,7,348509689311.593,2,242,2,268,1,1,0,1,1.0,0.0,0.0,0.0
merriam-webster.com,0,27,0,0,1,1,0,0,1,7,842191113663.204,4,55,8,57,1,1,1,0,0.023809523809523808,0.004761904761904762,0.07142857142857142,0.0
messenger.com,0,21,0,0,1,0,0,0,1,7,850485519499.63,1,54,1,54,0,1,0,0,0.020833333333333332,0.0,0.02564102564102564,0.0
metro.co.uk,0,19,0,0,2,0,0,0,1,6,921783526645.414,1,7193,0,0,0,1,1,1,0.026771653543307086,0.0,0.05,0.0
mirror.co.uk,0,20,0,0,2,0,0,0,1,7,921783536260.7959,2,53,0,0,1,1,0,0,0.011152416356877323,0.0,0.038461538461538464,0.0
mit.edu,0,15,0,0,1,0,0,0,1,6,1274986740865.4548,1,15,2,16,1,1,1,1,0.047619047619047616,0.031746031746031744,0.04,0.0
mozilla.com,0,19,0,0,1,0,0,0,1,6,978188346956.945,1,594,0,0,0,1,1,0,0.02112676056338028,0.007042253521126761,0.03225806451612903,0.0
mozilla.org,0,19,0,0,1,0,0,0,1,8,875023151802.374,1,465,1,118,0,1,1,0,0.023255813953488372,0.0,0.03125,0.0
msn.com,0,15,0,0,1,0,0,0,1,7,976197557212.0399,1,2582,0,0,0,0,0,0,0.0,0.0,0.0,0.0
my.yahoo.com,0,20,0,0,2,0,0,0,1,6,970235965659.034,2,52,4,52,0,1,0,0,0.08695652173913043,0.0,0.0,0.0
myaccount.google.com,0,28,0,0,2,0,0,0,1,8,886345171895.727,1,68,1,134,0,1,1,0,0.16666666666666666,0.0,0.3333333333333333,0.0
mynavi.jp,0,17,0,0,1,0,0,0,1,5,589575581181.814,4,51,0,0,1,1,1,0,0.050505050505050504,0.0,0.05,0.0
mystrikingly.com,0,24,0,0,1,0,0,0,1,4,217253933408.162,4,54,0,0,0,1,1,0,0.07142857142857142,0.07142857142857142,0.0,0.0
namebright.com,0,22,0,0,1,0,0,0,1,5,647723140404.271,2,293,2,293,1,0,0,1,0.0,0.0,0.0,0.0
nasa.gov,0,16,0,0,1,0,0,0,1,7,884885438594.426,1,592,1,592,1,1,0,0,0.01824817518248175,0.0072992700729927005,0.06060606060606061,0.0
nationalgeographic.com,0,30,0,0,1,0,0,0,1,7,947343613209.085,4,52,0,0,1,1,0,0,0.027777777777777776,0.0,1.0,0.0
nature.com,0,18,0,0,1,0,0,0,1,8,984063621581.338,1,2,0,0,0,1,1,1,0.02158273381294964,0.03597122302158273,0.02564102564102564,0.0
naver.com,0,17,0,0,1,0,0,0,1,6,886604438987.757,4,283,0,0,0,1,0,0,0.125,1.0,0.0,0.0
nbcnews.com,0,19,0,0,1,0,0,0,1,7,893343649104.051,4,170,0,0,0,1,0,0,0.05415162454873646,0.05415162454873646,0.11764705882352941,0.0
ndtv.com,0,16,0,0,1,0,0,0,1,6,916930855409.032,1,13,2,13,1,1,0,0,0.012345679012345678,0.014109347442680775,0.02857142857142857,0.0
netflix.com,0,19,0,0,1,0,0,0,1,7,881416861701.11,3,12,3,54,0,1,0,0,0.047619047619047616,0.047619047619047616,0.05,0.05
netvibes.com,0,20,0,0,1,0,0,0,1,6,833372425359.444,1,294,0,0,0,1,1,1,0.046511627906976744,0.0,0.0,0.0
networkadvertising.org,0,30,0,0,1,0,0,0,1,6,819139349304.837,4,54,0,0,0,1,0,1,0.05454545454545454,0.00909090909090909,0.2,0.0
news.google.com,0,23,0,0,2,0,0,0,1,8,886345296037.13,1,177,1,124,0,1,1,0,0.044444444444444446,0.0,0.0,0.0
news.yahoo.com,0,22,0,0,2,0,0,0,1,7,970236102542.172,4,54,4,54,0,1,0,0,0.008247422680412371,0.006185567010309278,0.0,0.0
newsweek.com,0,20,0,0,1,0,0,0,1,7,991494106885.1481,2,296,0,0,0,1,1,1,0.0593900481540931,0.0032102728731942215,0.034482758620689655,0.017241379310344827
newyorker.com,0,21,0,0,1,0,0,0,1,7,1007301713067.496,4,294,0,0,1,1,1,0,0.022900763358778626,0.007633587786259542,0.0,0.0
nginx.com,0,17,0,0,1,0,0,0,1,6,656834316640.803,1,586,0,0,0,1,1,1,0.08300395256916997,0.09486166007905138,0.02631578947368421,0.0
nginx.org,0,17,0,0,1,0,0,0,1,7,656834292447.678,2,116,2,116,0,1,1,1,0.08,0.0,0.0,0.0
nicsell.com,0,19,0,0,1,0,0,0,1,4,544173746679.09,1,3594,0,0,0,1,1,1,0.042105263157894736,0.021052631578947368,0.0,0.0
nih.gov,0,15,0,0,1,0,0,0,1,6,884885577851.999,1,7194,0,0,1,1,1,1,0.02912621359223301,0.019417475728155338,0.06666666666666667,0.0
nintendo.com,0,20,0,0,1,0,0,0,1,6,970927351120.8671,1,54,0,0,0,1,1,0,0.027932960893854747,0.0,0.058823529411764705,0.0
npr.org,0,15,0,0,1,0,0,0,1,8,1004882557185.384,4,54,0,0,1,1,0,0,0.15457413249211358,0.0031545741324921135,0.034482758620689655,0.0
nymag.com,0,17,0,0,1,0,0,0,1,7,913730562146.474,2,296,0,0,1,1,1,0,0.015789473684210527,0.0,0.05,0.0
https://coinbase.sendsafely.com/d/client-services-files/B2B-01435461,1,68,0,0,2,0,0,0,1,0,442110609438.489,2,56,0,0,1,1,1,1,0.6666666666666666,0.0,0.0,0.0
https://coinbase.sendsafely.com/dropzone/client-services-files/B2B-01435461,1,75,0,0,2,0,0,0,1,0,442110613157.265,2,53,0,0,1,1,1,1,0.6666666666666666,0.0,0.0,0.0
https://primeira-venda-na-shopee-alppxodyjxhmny55.builder-preview.com/,1,70,0,0,2,1,0,0,1,0,95663367604.002,1,295,1,295,0,0,0,0,0.0,0.0,0.0,0.0
https://www.eventolaracastilho.com.br/cadastro,1,46,0,0,3,0,0,0,1,0,13374189852.275002,2,297,0,0,1,0,0,0,0.0,0.0,0.0,0.0
https://coinabseeprooloigini.godaddysites.com/,1,46,0,0,2,0,0,0,1,0,375846880548.30804,2,595,0,0,1,1,0,0,1.0,0.0,0.0,0.0
https://whatsjxj.cc/,1,20,0,0,1,0,0,0,1,0,470168463.68,1,596,0,0,0,1,1,1,0.10666666666666667,0.10666666666666667,0.08333333333333333,0.0
http://f.digitalmaillane.com/igit/4/amt82jxMjalzn7q1hbMldsMw9bsgkM0bgMdd5Mo1MhMa,1,80,0,0,2,0,0,0,0,0,70251181196.368,1,889,0,0,0,1,1,0,0.10526315789473684,0.0,0.0,0.0
http://matexglobalsourcinghub.com/,1,34,0,0,1,0,0,0,0,0,300896221.13199997,2,593,0,0,0,0,0,1,0.0,0.0,0.0,0.0
http://matexinternationallogistics.com/,1,39,0,0,1,0,0,0,0,0,300905574.406,2,592,0,0,0,0,0,1,0.0,0.0,0.0,0.0
http://matexworldwideexpress.com/,1,33,0,0,1,0,0,0,0,0,300915346.922,2,584,0,0,0,0,0,1,0.0,0.0,0.0,0.0
https://producbank.iceiy.com/,1,29,0,0,2,0,0,0,1,0,153389657306.866,1,86396,0,0,0,0,0,0,0.0,0.0,0.0,0.0
http://refund-advertising-meta.surge.sh/accountMeta,1,51,0,0,2,1,0,0,0,0,354311626670.381,1,296,0,0,0,1,1,0,1.0,0.0,0.0,0.0
https://pc.whatsiew.cc/wp-includes/Text/about.php7,1,50,0,0,3,0,0,0,1,0,470051006.11800003,1,588,0,0,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
https://pc.whatseqs.cc/,1,23,0,0,2,0,0,0,1,0,469823093.89900005,1,594,0,0,0,1,1,1,0.5185185185185185,0.5185185185185185,0.65,0.65
http://www.0qb73a.com/,1,22,0,0,2,0,0,0,0,0,28385161529.913998,1,294,0,0,1,1,1,1,0.058823529411764705,0.029411764705882353,0.0,0.0
https://pc.whatssyg.cc/i/home.html,1,34,0,0,3,0,0,0,1,0,470233344.915,1,595,0,0,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
https://pc.whatsquw.cc/i/home.html,1,34,0,0,3,0,0,0,1,0,469749518.178,1,593,0,0,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
https://pc.whatssoo.cc/i/home.html,1,34,0,0,3,0,0,0,1,0,470149760.40000004,1,593,0,0,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
https://pc.whatswau.cc/_layouts/15/spinstall0.aspx,1,50,0,0,3,0,0,0,1,0,469868032.21999997,1,592,0,0,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
https://pc.whatslpn.cc/wp-includes/Text/about.php7,1,50,0,0,3,0,0,0,1,0,470373178.434,1,595,0,0,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
https://pc.whatsick.cc/wp-includes/Text/about.php7,1,50,0,0,3,0,0,0,1,0,470221483.463,1,593,0,0,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
https://pc.whatsumc.cc/i/home.html,1,34,0,0,3,0,0,0,1,0,469909127.595,1,594,0,0,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
https://pc.whatsuyk.cc/i/home.html,1,34,0,0,3,0,0,0,1,0,470306317.08900005,1,594,0,0,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
https://pc.whatsisq.cc/wp-includes/Text/about.php7,1,50,0,0,3,0,0,0,1,0,469854156.043,1,594,0,0,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
https://pc.whatsmge.cc/wp-includes/Text/about.php7,1,50,0,0,3,0,0,0,1,0,470021718.528,1,593,0,0,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
https://pc.whatsqga.cc/i/home.html,1,34,0,0,3,0,0,0,1,0,470198716.02,1,592,0,0,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
https://pc.whatssai.cc/i/home.html,1,34,0,0,3,0,0,0,1,0,469944321.583,1,595,0,0,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
https://pc.whatsuqu.cc/i/home.html,1,34,0,0,3,0,0,0,1,0,470249646.381,1,594,0,0,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
http://whatsjxj.cc/wp-includes/Text/about.php7,1,46,0,0,2,0,0,0,0,0,470394247.317,1,371,0,0,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
https://pc.whatsuym.cc/i/home.html,1,34,0,0,3,0,0,0,1,0,469930036.274,1,595,0,0,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
https://pc.whatsuqc.cc/i/home.html,1,34,0,0,3,0,0,0,1,0,469649900.997,1,594,0,0,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
https://pc.whatsway.cc/_layouts/15/spinstall0.aspx,1,50,0,0,3,0,0,0,1,0,469761569.16999996,1,593,0,0,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
https://pc.whatssgy.cc/i/home.html,1,34,0,0,3,0,0,0,1,0,470329730.89,1,596,0,0,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
https://whatsqcq.cc/i/home.html,1,31,0,0,2,0,0,0,1,0,470031745.306,1,594,0,0,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
https://pc.whatsswi.cc/i/home.html,1,34,0,0,3,0,0,0,1,0,469647588.829,1,594,0,0,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
https://pc.whatsqcs.cc/i/home.html,1,34,0,0,3,0,0,0,1,0,469698018.053,1,594,0,0,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
https://pc.whatsrhh.cc/i/home.html,1,34,0,0,3,0,0,0,1,0,470248781.503,1,593,0,0,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
http://whatshbt.cc/wp-includes/Text/about.php7,1,46,0,0,2,0,0,0,0,0,470436706.227,1,593,0,0,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
https://pc.whatsqow.cc/i/home.html,1,34,0,0,3,0,0,0,1,0,469667727.444,1,594,0,0,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
https://onlinemailstorage.com/cl87346f254/6e732d2550c25050c3c419b0/index.php?id=228758f5e30bbfbb723900727b18650c,1,112,0,0,2,0,0,0,1,0,186441157404.723,2,54,0,0,0,1,1,1,0.8571428571428571,0.0,0.0,0.0
https://assets.pubpub.org/gbb5op44/tiktok-71730948558683.html,1,61,0,0,3,0,0,0,1,5,333753086325.394,3,297,3,297,0,0,0,0,0.0,0.0,0.0,0.0
https://vccaswk.com/,1,20,0,0,1,0,0,0,1,0,485555671.86399996,1,296,0,0,0,1,0,1,0.5714285714285714,0.0,0.5,0.0
https://www.hbccontsr.com/,1,26,0,0,2,0,0,0,1,0,14855234838.241,1,3593,0,0,0,0,0,0,0.0,0.0,0.0,0.0
https://produbanc0ec.wuaze.com/,1,31,0,0,2,0,0,0,1,0,68461127666.558,1,16121,0,0,0,0,0,0,0.0,0.0,0.0,0.0
https://asdbavbsdasdakja.click/,1,31,0,0,1,0,0,0,1,0,530003328.228,2,282,2,282,0,0,0,1,0.0,0.0,0.0,0.0
https://yahoomail2.godaddysites.com/,1,36,0,0,2,0,0,0,1,0,375847331560.304,2,594,0,0,0,1,1,0,0.2857142857142857,0.14285714285714285,0.0,0.0
http://refund-advertising-meta.surge.sh/account61580050738171,1,61,0,0,2,1,0,0,0,0,354312005322.832,1,299,0,0,0,1,1,0,1.0,0.0,0.0,0.0
https://votre-conseiller.surge.sh/,1,34,0,0,2,1,0,0,1,0,354312014632.136,1,294,0,0,0,0,0,0,0.0,0.0,0.0,0.0
https://microsoft.design/articles/start-fresh-redesigning-windows-start-menu/,1,77,0,0,1,0,0,0,1,5,330228741081.212,2,3595,0,0,1,1,0,1,0.017045454545454544,0.011363636363636364,0.125,0.0
http://f.digitalmaillane.com/igit/4/53n5bcuPt48stcv6mgPqixP2eu2x4gP5glPhiaPt6PmPf,1,81,0,0,2,0,0,0,0,0,70251677521.21,1,884,0,0,0,1,1,0,0.10526315789473684,0.0,0.0,0.0
https://app-67ee16c2c1ac1810207ed90d.closte.com/wp-content/uploads/2025/10/fr-85632s56qd8q7s6d453/redirect.php,1,110,0,0,3,1,0,0,1,0,339301513169.906,1,604777,0,0,0,0,0,0,0.0,0.0,0.0,0.0
https://www.roblox.tc/users/1576189965/profile,1,46,0,0,2,0,0,0,1,0,38957428252.538,1,290,0,0,1,1,0,0,0.2571428571428571,0.08571428571428572,0.0,0.0
https://www.roblox.tc/games/90260166986922/Neko-Outbreak-63?privateServerLinkCode=32450739618257576526420714999432,1,114,0,0,2,0,0,0,1,0,38957437026.236,1,291,0,0,1,1,1,0,0.4,0.2,0.0,0.0
https://www.roblox.tc/users/1650259200/profile,1,46,0,0,2,0,0,0,1,0,38957447101.442,1,291,0,0,1,1,0,0,0.2571428571428571,0.08571428571428572,0.0,0.0
https://www.roblox.tc/games/14153443454/Meet-a-neko?privateServerLinkCode=86417855564966570601148649218241,1,106,0,0,2,0,0,0,1,0,38957454785.992,1,284,0,0,1,1,1,0,0.4,0.2,0.0,0.0
https://www.roblox.tc/games/87206555365816/Dollhouse-Roleplay-Modded-BACK?privateServerLinkCode=71529218401190750331534188560664,1,128,0,0,2,0,0,0,1,0,38957462539.504,1,276,0,0,1,1,1,0,0.4,0.2,0.0,0.0
https://www.roblox.tc/games/88270880256027/WORKING-SUSSY-SWAP-SIMULATOR-2?privateServerLinkCode=58081094282951956029777835635080,1,128,0,0,2,0,0,0,1,0,38957469832.387,1,269,0,0,1,1,1,0,0.4,0.2,0.0,0.0
https://www.roblox.tc/games/135584994052780/AI-Talk-With-Neko?privateServerLinkCode=08413143472818728296023391015787,1,116,0,0,2,0,0,0,1,0,38957476917.366,1,261,0,0,1,1,1,0,0.4,0.2,0.0,0.0
https://www.roblox.tc/games/76106209840076/Weird-Neko-Untitled-Game?privateServerLinkCode=13537921365426259357523737729058,1,122,0,0,2,0,0,0,1,0,38957484093.367004,1,254,0,0,1,1,1,0,0.4,0.2,0.0,0.0
https://www.roblox.tc/games/142823291/Murder-Mystery-2?privateServerLinkCode=04830190047369293408278139882682,1,109,0,0,2,0,0,0,1,0,38957492453.669,1,246,0,0,1,1,1,0,0.4,0.2,0.0,0.0
https://www.roblox.tc/games/127742093697776/Plants-Vs-Brainrots?privateServerLinkCode=21409272151831953883040609307523,1,118,0,0,2,0,0,0,1,0,38957498399.535,1,240,0,0,1,1,1,0,0.4,0.2,0.0,0.0
https://www.roblox.tc/communities/8745361804/teagertsalol,1,57,0,0,2,0,0,0,1,0,38957503864.346,1,235,0,0,1,1,1,0,0.375,0.0625,0.0,0.0
https://www.roblox.tc/communities/7779463490/HowToRoblox-Group,1,62,0,0,2,0,0,0,1,0,38957510232.976,1,228,0,0,1,1,1,0,0.375,0.0625,0.0,0.0
https://www.roblox.tc/communities/2545482608/GrouchysUGC,1,56,0,0,2,0,0,0,1,0,38957515850.179,1,222,0,0,1,1,1,0,0.375,0.0625,0.0,0.0
https://www.robiox.com.ua/users/560522459/profile,1,49,0,0,3,0,0,0,1,0,6652209417.783999,1,300,0,0,1,1,0,0,0.2571428571428571,0.08571428571428572,0.0,0.0
https://www.robiox.com.ua/users/1370831435/profile,1,50,0,0,3,0,0,0,1,0,6652266322.807,1,260,0,0,1,1,0,0,0.2571428571428571,0.08571428571428572,0.0,0.0
https://www.robiox.com.ua/users/3345611999/profile,1,50,0,0,3,0,0,0,1,0,6652271295.040999,1,255,0,0,1,1,0,0,0.2571428571428571,0.08571428571428572,0.0,0.0
https://www.robiox.com.ua/users/3847655696/profile,1,50,0,0,3,0,0,0,1,0,6652276522.786,1,250,0,0,1,1,0,0,0.2571428571428571,0.08571428571428572,0.0,0.0
https://www.robiox.com.ua/users/2117479661/profile,1,50,0,0,3,0,0,0,1,0,6652264109.189,1,245,0,0,1,1,0,0,0.2571428571428571,0.08571428571428572,0.0,0.0
https://www.robiox.com.ua/games/13831863192/Neko-Infection-GUBBY-NEKO?privateServerLinkCode=67142696921664684343603181545668,1,124,0,0,3,0,0,0,1,0,6652272311.992,1,237,0,0,1,1,1,0,0.4,0.2,0.0,0.0
https://www.robiox.com.ua/games/11458003847/Xayezi-Hangout-Vibe-Place-Mic-up?privateServerLinkCode=32718313217100905384095220911346,1,131,0,0,3,0,0,0,1,0,6652277067.127,1,232,0,0,1,1,1,0,0.4,0.2,0.0,0.0
https://www.robiox.com.ua/games/920587237/Adopt-Me?privateServerLinkCode=36903500197286509827722327623711,1,105,0,0,3,0,0,0,1,0,6652282145.358,1,227,0,0,1,1,1,0,0.4,0.2,0.0,0.0
https://www.robiox.com.ua/users/1243690708/profile,1,50,0,0,3,0,0,0,1,0,6652288293.584001,1,221,0,0,1,1,0,0,0.2571428571428571,0.08571428571428572,0.0,0.0
https://www.robiox.com.ua/games/14024789662/A-r34-gaem-READ-DESC?privateServerLinkCode=80053020960536892416911736020067,1,119,0,0,3,0,0,0,1,0,6652293096.226,1,216,0,0,1,1,1,0,0.4,0.2,0.0,0.0
https://www.robiox.com.ua/games/127742093697776/Plants-Vs-Brainrots?privateServerLinkCode=03210110943395965770933354352589,1,122,0,0,3,0,0,0,1,0,6652317508.709001,1,209,0,0,1,1,1,0,0.4,0.2,0.0,0.0
https://www.robiox.com.ua/games/109983668079237/Steal-a-Brainrot?privateServerLinkCode=39083799041359763417621285710870,1,119,0,0,3,0,0,0,1,0,6652306635.601,1,202,0,0,1,1,1,0,0.4,0.2,0.0,0.0
https://www.robiox.com.ua/games/126884695634066/Grow-a-Garden?privateServerLinkCode=60338898509261474526854473020632,1,116,0,0,3,0,0,0,1,0,6652312361.493,1,197,0,0,1,1,1,0,0.4,0.2,0.0,0.0
https://www.robiox.com.ua/communities/4183949668/IMNOT-Studio,1,61,0,0,3,0,0,0,1,0,6652348618.826,1,160,0,0,1,1,1,0,0.375,0.0625,0.0,0.0
https://roblox.tc/games/9872472334/Evade?privateServerLinkCode=28586991372002819427568847834613,1,95,0,0,1,0,0,0,1,0,38957843970.462006,1,290,0,0,1,1,1,0,0.4,0.2,0.0,0.0
https://roblox.tc/users/2527525628/profile,1,42,0,0,1,0,0,0,1,0,38957856253.362,1,278,0,0,1,1,0,0,0.2571428571428571,0.08571428571428572,0.0,0.0
https://roblox.tc/users/7643981949/profile,1,42,0,0,1,0,0,0,1,0,38957863907.76,1,270,0,0,1,1,0,0,0.2571428571428571,0.08571428571428572,0.0,0.0
https://roblox.tc/users/9018915488/profile,1,42,0,0,1,0,0,0,1,0,38957872445.038994,1,262,0,0,1,1,0,0,0.2571428571428571,0.08571428571428572,0.0,0.0
https://roblox.tc/communities/9442828240/Almaraket,1,50,0,0,1,0,0,0,1,0,38957879718.548,1,255,0,0,1,1,1,0,0.375,0.0625,0.0,0.0
https://roblox.tc/communities/6514438931/VIP-Community,1,54,0,0,1,0,0,0,1,0,38957885772.109,1,249,0,0,1,1,1,0,0.375,0.0625,0.0,0.0
https://roblox.tc/communities/4183949668/ADORStudio,1,51,0,0,1,0,0,0,1,0,38957892028.886,1,242,0,0,1,1,1,0,0.375,0.0625,0.0,0.0
https://roblox.tc/games/109983668079237/Steal-a-Brainrot?privateServerLinkCode=11785002288393756828519739785973,1,111,0,0,1,0,0,0,1,0,38957898487.849,1,236,0,0,1,1,1,0,0.4,0.2,0.0,0.0
https://roblox.tc/communities/2319943998/Blox-Forest,1,52,0,0,1,0,0,0,1,0,38957905275.235,1,229,0,0,1,1,1,0,0.375,0.0625,0.0,0.0
http://www.tinyurl.com/rblx-vip-server/,1,39,0,0,2,0,0,0,0,8,748530288125.078,2,285,2,285,1,1,0,0,0.3888888888888889,0.16666666666666666,0.0,0.0
https://www.robiox.com.ua/users/5276087801/profile,1,50,0,0,3,0,0,0,1,0,6652639232.351999,1,294,0,0,1,1,0,0,0.2571428571428571,0.08571428571428572,0.0,0.0
