url,label,A1,A2,A3,A4,A5,A6,A7,A8,A17,A25,A18,A19,A21,A23,A22,A24
nbcnews.com,0,19,0,0,1,0,0,0,1,0,1,0,0,0.05338078291814947,0.05338078291814947,0.11764705882352941,0.0
ndtv.com,0,16,0,0,1,0,0,0,1,1,1,0,0,0.012389380530973451,0.01415929203539823,0.02857142857142857,0.0
netflix.com,0,19,0,0,1,0,0,0,1,0,1,0,0,0.047619047619047616,0.047619047619047616,0.05,0.05
netlify.app,0,19,0,0,1,0,0,0,1,1,1,1,1,0.032,0.008,0.06349206349206349,0.0
netvibes.com,0,20,0,0,1,0,0,0,1,0,1,1,1,0.046511627906976744,0.0,0.0,0.0
networkadvertising.org,0,30,0,0,1,0,0,0,1,0,1,0,1,0.05454545454545454,0.00909090909090909,0.2,0.0
news.com.au,0,19,0,0,2,0,0,0,1,0,1,1,0,0.007957559681697613,0.005305039787798408,0.022222222222222223,0.044444444444444446
news.google.com,0,23,0,0,2,0,0,0,1,0,1,1,0,0.044444444444444446,0.0,0.0,0.0
news.yahoo.com,0,22,0,0,2,0,0,0,1,0,1,0,0,0.008247422680412371,0.006185567010309278,0.0,0.0
newsweek.com,0,20,0,0,1,0,0,0,1,0,1,1,1,0.06623586429725363,0.0032310177705977385,0.034482758620689655,0.017241379310344827
newyorker.com,0,21,0,0,1,0,0,0,1,1,1,1,0,0.022900763358778626,0.007633587786259542,0.0,0.0
nginx.com,0,17,0,0,1,0,0,0,1,0,1,1,1,0.08300395256916997,0.09486166007905138,0.02631578947368421,0.0
nginx.org,0,17,0,0,1,0,0,0,1,0,1,1,1,0.08,0.0,0.0,0.0
nicsell.com,0,19,0,0,1,0,0,0,1,0,1,1,1,0.042105263157894736,0.021052631578947368,0.0,0.0
nih.gov,0,15,0,0,1,0,0,0,1,1,1,1,1,0.02912621359223301,0.019417475728155338,0.06666666666666667,0.0
nintendo.com,0,20,0,0,1,0,0,0,1,0,1,1,0,0.027932960893854747,0.0,0.058823529411764705,0.0
npr.org,0,15,0,0,1,0,0,0,1,1,1,0,0,0.14497041420118342,0.0029585798816568047,0.034482758620689655,0.0
nymag.com,0,17,0,0,1,0,0,0,1,1,1,1,0,0.015789473684210527,0.0,0.05,0.0
https://coinbase.sendsafely.com/d/client-services-files/B2B-01435461,1,68,0,0,2,0,0,0,1,1,1,1,1,0.6666666666666666,0.0,0.0,0.0
https://coinbase.sendsafely.com/dropzone/client-services-files/B2B-01435461,1,75,0,0,2,0,0,0,1,1,1,1,1,0.6666666666666666,0.0,0.0,0.0
https://primeira-venda-na-shopee-alppxodyjxhmny55.builder-preview.com/,1,70,0,0,2,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0
https://www.eventolaracastilho.com.br/cadastro,1,46,0,0,3,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0
https://coinabseeprooloigini.godaddysites.com/,1,46,0,0,2,0,0,0,1,1,1,0,0,1.0,0.0,0.0,0.0
https://ffbell-three.vercel.app/,1,32,0,0,2,1,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0
https://whatsjxj.cc/,1,20,0,0,1,0,0,0,1,0,1,1,1,0.10666666666666667,0.10666666666666667,0.08333333333333333,0.0
http://f.digitalmaillane.com/igit/4/amt82jxMjalzn7q1hbMldsMw9bsgkM0bgMdd5Mo1MhMa,1,80,0,0,2,0,0,0,0,0,1,1,0,0.10526315789473684,0.0,0.0,0.0
http://matexglobalsourcinghub.com/,1,34,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0
http://matexinternationallogistics.com/,1,39,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0
http://matexworldwideexpress.com/,1,33,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0
https://help-trezo-or-brid-ge.typedream.app/,1,44,0,0,2,1,0,0,1,0,1,0,1,1.0,0.0,0.0,0.0
https://producbank.iceiy.com/,1,29,0,0,2,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0
https://14525412541236592.duckdns.org/,1,38,0,0,2,0,0,0,1,0,1,0,0,1.0,0.0,0.0,0.0
http://refund-advertising-meta.surge.sh/accountMeta,1,51,0,0,2,1,0,0,0,0,1,1,0,1.0,0.0,0.0,0.0
https://res.gouchiodo.sa.com/GuY0XcrUcfKsaxR7YjJ@4vwA/,1,54,0,1,3,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0
https://pc.whatsiew.cc/wp-includes/Text/about.php7,1,50,0,0,3,0,0,0,1,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
https://pc.whatseqs.cc/,1,23,0,0,2,0,0,0,1,0,1,1,1,0.5185185185185185,0.5185185185185185,0.65,0.65
http://www.0qb73a.com/,1,22,0,0,2,0,0,0,0,1,1,1,1,0.058823529411764705,0.029411764705882353,0.0,0.0
https://pc.whatssyg.cc/i/home.html,1,34,0,0,3,0,0,0,1,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
https://pc.whatsquw.cc/i/home.html,1,34,0,0,3,0,0,0,1,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
https://pc.whatssoo.cc/i/home.html,1,34,0,0,3,0,0,0,1,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
https://pc.whatswau.cc/_layouts/15/spinstall0.aspx,1,50,0,0,3,0,0,0,1,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
https://pc.whatslpn.cc/wp-includes/Text/about.php7,1,50,0,0,3,0,0,0,1,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
https://pc.whatsick.cc/wp-includes/Text/about.php7,1,50,0,0,3,0,0,0,1,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
https://pc.whatsumc.cc/i/home.html,1,34,0,0,3,0,0,0,1,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
https://pc.whatsuyk.cc/i/home.html,1,34,0,0,3,0,0,0,1,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
https://pc.whatsisq.cc/wp-includes/Text/about.php7,1,50,0,0,3,0,0,0,1,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
https://pc.whatsmge.cc/wp-includes/Text/about.php7,1,50,0,0,3,0,0,0,1,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
https://pc.whatsqga.cc/i/home.html,1,34,0,0,3,0,0,0,1,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
https://pc.whatssai.cc/i/home.html,1,34,0,0,3,0,0,0,1,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
https://pc.whatsuqu.cc/i/home.html,1,34,0,0,3,0,0,0,1,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
http://whatsjxj.cc/wp-includes/Text/about.php7,1,46,0,0,2,0,0,0,0,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
https://pc.whatsuym.cc/i/home.html,1,34,0,0,3,0,0,0,1,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
https://pc.whatsuqc.cc/i/home.html,1,34,0,0,3,0,0,0,1,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
https://pc.whatsway.cc/_layouts/15/spinstall0.aspx,1,50,0,0,3,0,0,0,1,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
https://pc.whatssgy.cc/i/home.html,1,34,0,0,3,0,0,0,1,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
https://whatsqcq.cc/i/home.html,1,31,0,0,2,0,0,0,1,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
https://pc.whatsswi.cc/i/home.html,1,34,0,0,3,0,0,0,1,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
https://pc.whatsqcs.cc/i/home.html,1,34,0,0,3,0,0,0,1,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
https://pc.whatsrhh.cc/i/home.html,1,34,0,0,3,0,0,0,1,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
http://whatshbt.cc/wp-includes/Text/about.php7,1,46,0,0,2,0,0,0,0,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
https://pc.whatsqow.cc/i/home.html,1,34,0,0,3,0,0,0,1,0,1,1,1,0.3125,0.09375,0.2727272727272727,0.2727272727272727
https://remindeertsuperiority-updated-groswc82ut.edgeone.app/tyhuky.htm,1,71,0,0,3,1,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0
https://onlinemailstorage.com/cl87346f254/6e732d2550c25050c3c419b0/index.php?id=228758f5e30bbfbb723900727b18650c,1,112,0,0,2,0,0,0,1,0,1,1,1,0.8571428571428571,0.0,0.0,0.0
https://assets.pubpub.org/gbb5op44/tiktok-71730948558683.html,1,61,0,0,3,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0
https://vccaswk.com/,1,20,0,0,1,0,0,0,1,0,1,0,1,0.5714285714285714,0.0,0.5,0.0
https://produbanc0nlinetrop.vercel.app/?fbclid=IwY2xjawNbUYZleHRuA2FlbQIxMABicmlkETFBOTFVTGhrYm5kU1lOUjRYAR4FkQimWXq4HV_GCiFpoF9SLYuP--3ZEsuCqmL5yfRZpQzeretQBy3OEt_LGQ_aem_UAw_pj5mk5R3oc4BWyTOlA,1,194,0,0,2,0,0,0,1,0,1,0,0,1.0,1.0,0.0,0.0
https://www.hbccontsr.com/,1,26,0,0,2,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0
https://produbanc0ec.wuaze.com/,1,31,0,0,2,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0
https://agent.shiolorio.ru.com/lylD82ApVB!D9ufgMec8aLKi/$3mail@a.b.c0,1,69,0,1,5,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0
https://asdbavbsdasdakja.click/,1,31,0,0,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0
https://yahoomail2.godaddysites.com/,1,36,0,0,2,0,0,0,1,0,1,1,0,0.2857142857142857,0.14285714285714285,0.0,0.0
http://refund-advertising-meta.surge.sh/account61580050738171,1,61,0,0,2,1,0,0,0,0,1,1,0,1.0,0.0,0.0,0.0
https://votre-conseiller.surge.sh/,1,34,0,0,2,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0
https://microsoft.design/articles/start-fresh-redesigning-windows-start-menu/,1,77,0,0,1,0,0,0,1,1,1,0,1,0.017045454545454544,0.011363636363636364,0.125,0.0
https://feiraodeoutubro2025.github.io/j25/,1,42,0,0,2,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1.0
https://pub-a05052f21b2c4d8da177bc97c77fa992.r2.dev/index.html?60a436eafbf197d0f3b8c34e4464f9,1,93,0,0,3,1,0,0,1,1,1,0,0,1.0,0.0,0.0,0.0
http://hkpdsfstky.duckdns.org/ja/,1,33,0,0,2,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0
https://mint-nftbox07-chi.vercel.app/,1,37,0,0,2,1,0,0,1,0,1,0,1,0.5,0.5,0.0,0.0
http://f.digitalmaillane.com/igit/4/53n5bcuPt48stcv6mgPqixP2eu2x4gP5glPhiaPt6PmPf,1,81,0,0,2,0,0,0,0,0,1,1,0,0.10526315789473684,0.0,0.0,0.0
https://app-67ee16c2c1ac1810207ed90d.closte.com/wp-content/uploads/2025/10/fr-85632s56qd8q7s6d453/redirect.php,1,110,0,0,3,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0
https://www.roblox.tc/users/1576189965/profile,1,46,0,0,2,0,0,0,1,1,1,0,0,0.2571428571428571,0.08571428571428572,0.0,0.0
https://www.roblox.tc/games/90260166986922/Neko-Outbreak-63?privateServerLinkCode=32450739618257576526420714999432,1,114,0,0,2,0,0,0,1,1,1,1,0,0.4,0.2,0.0,0.0
https://www.roblox.tc/users/1650259200/profile,1,46,0,0,2,0,0,0,1,1,1,0,0,0.2571428571428571,0.08571428571428572,0.0,0.0
https://www.roblox.tc/games/14153443454/Meet-a-neko?privateServerLinkCode=86417855564966570601148649218241,1,106,0,0,2,0,0,0,1,1,1,1,0,0.4,0.2,0.0,0.0
https://www.roblox.tc/games/87206555365816/Dollhouse-Roleplay-Modded-BACK?privateServerLinkCode=71529218401190750331534188560664,1,128,0,0,2,0,0,0,1,1,1,1,0,0.4,0.2,0.0,0.0
https://www.roblox.tc/games/88270880256027/WORKING-SUSSY-SWAP-SIMULATOR-2?privateServerLinkCode=58081094282951956029777835635080,1,128,0,0,2,0,0,0,1,1,1,1,0,0.4,0.2,0.0,0.0
https://www.roblox.tc/games/135584994052780/AI-Talk-With-Neko?privateServerLinkCode=08413143472818728296023391015787,1,116,0,0,2,0,0,0,1,1,1,1,0,0.4,0.2,0.0,0.0
https://www.roblox.tc/games/76106209840076/Weird-Neko-Untitled-Game?privateServerLinkCode=13537921365426259357523737729058,1,122,0,0,2,0,0,0,1,1,1,1,0,0.4,0.2,0.0,0.0
https://www.roblox.tc/games/142823291/Murder-Mystery-2?privateServerLinkCode=04830190047369293408278139882682,1,109,0,0,2,0,0,0,1,1,1,1,0,0.4,0.2,0.0,0.0
https://www.roblox.tc/games/127742093697776/Plants-Vs-Brainrots?privateServerLinkCode=21409272151831953883040609307523,1,118,0,0,2,0,0,0,1,1,1,1,0,0.4,0.2,0.0,0.0
https://www.roblox.tc/communities/8745361804/teagertsalol,1,57,0,0,2,0,0,0,1,1,1,1,0,0.375,0.0625,0.0,0.0
https://www.roblox.tc/communities/7779463490/HowToRoblox-Group,1,62,0,0,2,0,0,0,1,1,1,1,0,0.375,0.0625,0.0,0.0
https://www.roblox.tc/communities/2545482608/GrouchysUGC,1,56,0,0,2,0,0,0,1,1,1,1,0,0.375,0.0625,0.0,0.0
https://www.roblox.com.ml/games/87039211657390/HALLOWEEN-Arise-Crossover?privateServerLinkCode=42454397221673564687240206875728,1,127,0,0,3,0,0,0,1,1,1,1,0,0.4,0.2,0.0,0.0
https://www.roblox.com.ml/games/16732694052/Fisch-ANNIVERSARY?privateServerLinkCode=28313365126952009246543021733986,1,116,0,0,3,0,0,0,1,1,1,1,0,0.4,0.2,0.0,0.0
https://www.roblox.com.ml/users/1041789408/profile,1,50,0,0,3,0,0,0,1,1,1,0,0,0.2571428571428571,0.08571428571428572,0.0,0.0
https://www.roblox.com.ml/games/77182599101794/4nn1s-Place?privateServerLinkCode=87330924578233314791747515245093,1,113,0,0,3,0,0,0,1,1,1,1,0,0.4,0.2,0.0,0.0
https://www.roblox.com.ml/games/13772394625/Blade-Ball?privateServerLinkCode=28313365126952009246543021733986,1,109,0,0,3,0,0,0,1,1,1,1,0,0.4,0.2,0.0,0.0
https://www.roblox.com.ml/games/16732694052/Fisch?privateServerLinkCode=35634205042278434369918411983306,1,104,0,0,3,0,0,0,1,1,1,1,0,0.4,0.2,0.0,0.0
https://www.roblox.com.ml/games/2753915549/Event-Blox-Fruits?privateServerLinkCode=28313365126952009246543021733986,1,115,0,0,3,0,0,0,1,1,1,1,0,0.4,0.2,0.0,0.0
https://www.roblox.com.ml/games/126884695634066/Grow-a-Garden?privateServerLinkCode=66793287834511201082600638331873,1,116,0,0,3,0,0,0,1,1,1,1,0,0.4,0.2,0.0,0.0
https://www.roblox.com.ml/communities/8703973738/YUMI-COMMUNITY,1,63,0,0,3,0,0,0,1,1,1,1,0,0.375,0.0625,0.0,0.0
https://www.robiox.com.tg/games/10974477831/Mysterious-Place?privateServerLinkCode=001256112124811511406247353504,1,113,0,0,3,0,0,0,1,1,1,0,0,0.3888888888888889,0.16666666666666666,0.0,0.0
https://www.roblox.com.ml/communities/8027380749/robuxgroup,1,59,0,0,3,0,0,0,1,1,1,1,0,0.375,0.0625,0.0,0.0
https://www.robiox.com.tg/games/105555311806207/Build-a-ZooFish?privateServerLinkCode=095853174697132061854362055139,1,116,0,0,3,0,0,0,1,1,1,0,0,0.3888888888888889,0.16666666666666666,0.0,0.0
https://www.roblox.com.ml/communities/2152309615/rls,1,52,0,0,3,0,0,0,1,1,1,1,0,0.375,0.0625,0.0,0.0
https://www.roblox.com.ml/games/109983668079237/Steal-a-Brainrot?privateServerLinkCode=47548842260043123321472649476155,1,119,0,0,3,0,0,0,1,1,1,1,0,0.4,0.2,0.0,0.0
https://www.roblox.com.ml/games/115667188734034/?privateServerLinkCode=39616613660953660870079777693002,1,103,0,0,3,0,0,0,1,1,1,1,0,0.4,0.2,0.0,0.0
https://www.roblox.com.ml/communities/624203582/Dreamy-Angel,1,60,0,0,3,0,0,0,1,1,1,1,0,0.375,0.0625,0.0,0.0
https://www.robiox.com.ua/users/560522459/profile,1,49,0,0,3,0,0,0,1,1,1,0,0,0.2571428571428571,0.08571428571428572,0.0,0.0
https://www.roblox.com.ml/communities/3665951371/ganzio,1,55,0,0,3,0,0,0,1,1,1,1,0,0.375,0.0625,0.0,0.0
https://www.roblox.com.ml/communities/2139361910/Azaksi-Community,1,65,0,0,3,0,0,0,1,1,1,1,0,0.375,0.0625,0.0,0.0
https://www.roblox.com.ml/communities/3715038124/VirtualityWorld,1,64,0,0,3,0,0,0,1,1,1,1,0,0.375,0.0625,0.0,0.0
https://www.robiox.com.ua/users/5568366183/profile,1,50,0,0,3,0,0,0,1,1,1,0,0,0.2571428571428571,0.08571428571428572,0.0,0.0
https://www.roblox.com.ml/communities/26158331/FantasyUGC,1,57,0,0,3,0,0,0,1,1,1,1,0,0.375,0.0625,0.0,0.0
https://www.robiox.com.ua/users/1370831435/profile,1,50,0,0,3,0,0,0,1,1,1,0,0,0.2571428571428571,0.08571428571428572,0.0,0.0
https://www.robiox.com.ua/users/3345611999/profile,1,50,0,0,3,0,0,0,1,1,1,0,0,0.2571428571428571,0.08571428571428572,0.0,0.0
https://www.robiox.com.ua/users/3847655696/profile,1,50,0,0,3,0,0,0,1,1,1,0,0,0.2571428571428571,0.08571428571428572,0.0,0.0
https://www.robiox.com.ua/users/2117479661/profile,1,50,0,0,3,0,0,0,1,1,1,0,0,0.2571428571428571,0.08571428571428572,0.0,0.0
https://www.robiox.com.ua/games/13831863192/Neko-Infection-GUBBY-NEKO?privateServerLinkCode=67142696921664684343603181545668,1,124,0,0,3,0,0,0,1,1,1,1,0,0.4,0.2,0.0,0.0
https://www.robiox.com.ua/games/11458003847/Xayezi-Hangout-Vibe-Place-Mic-up?privateServerLinkCode=32718313217100905384095220911346,1,131,0,0,3,0,0,0,1,1,1,1,0,0.4,0.2,0.0,0.0
https://www.robiox.com.ua/games/920587237/Adopt-Me?privateServerLinkCode=36903500197286509827722327623711,1,105,0,0,3,0,0,0,1,1,1,1,0,0.4,0.2,0.0,0.0
https://www.robiox.com.ua/users/1243690708/profile,1,50,0,0,3,0,0,0,1,1,1,0,0,0.2571428571428571,0.08571428571428572,0.0,0.0
https://www.robiox.com.ua/games/14024789662/A-r34-gaem-READ-DESC?privateServerLinkCode=80053020960536892416911736020067,1,119,0,0,3,0,0,0,1,1,1,1,0,0.4,0.2,0.0,0.0
https://www.robiox.com.ua/games/127742093697776/Plants-Vs-Brainrots?privateServerLinkCode=03210110943395965770933354352589,1,122,0,0,3,0,0,0,1,1,1,1,0,0.4,0.2,0.0,0.0
https://www.robiox.com.ua/games/109983668079237/Steal-a-Brainrot?privateServerLinkCode=39083799041359763417621285710870,1,119,0,0,3,0,0,0,1,1,1,1,0,0.4,0.2,0.0,0.0
https://www.robiox.com.ua/games/126884695634066/Grow-a-Garden?privateServerLinkCode=60338898509261474526854473020632,1,116,0,0,3,0,0,0,1,1,1,1,0,0.4,0.2,0.0,0.0
https://www.robiox.com.am/users/7552221366/profile,1,50,0,0,3,0,0,0,1,1,1,0,0,0.2571428571428571,0.08571428571428572,0.0,0.0
https://www.robiox.com.am/users/6892355627/profile,1,50,0,0,3,0,0,0,1,1,1,0,0,0.2571428571428571,0.08571428571428572,0.0,0.0
https://www.robiox.com.am/users/4426700767/profile,1,50,0,0,3,0,0,0,1,1,1,0,0,0.2571428571428571,0.08571428571428572,0.0,0.0
https://www.robiox.com.am/users/445232456/profile,1,49,0,0,3,0,0,0,1,1,1,0,0,0.2571428571428571,0.08571428571428572,0.0,0.0
https://www.robiox.com.am/users/4741189575/profile?privateServerLinkCode=70765546157649273421062123607985,1,105,0,0,3,0,0,0,1,1,1,0,0,0.2571428571428571,0.08571428571428572,0.0,0.0
https://www.robiox.com.ua/communities/4183949668/IMNOT-Studio,1,61,0,0,3,0,0,0,1,1,1,1,0,0.375,0.0625,0.0,0.0
https://www.robiox.com.am/users/1385890291/profile,1,50,0,0,3,0,0,0,1,1,1,0,0,0.2571428571428571,0.08571428571428572,0.0,0.0
https://www.robiox.com.am/users/3530366660/profile,1,50,0,0,3,0,0,0,1,1,1,0,0,0.2571428571428571,0.08571428571428572,0.0,0.0
https://www.robiox.com.am/users/3054179743/profile,1,50,0,0,3,0,0,0,1,1,1,0,0,0.2571428571428571,0.08571428571428572,0.0,0.0
https://www.robiox.com.am/games/81861155741957/Fun-Combat-Undertale-event?privateServerLinkCode=65733188243440673271781762528738,1,128,0,0,3,0,0,0,1,1,1,1,0,0.4,0.2,0.0,0.0
https://www.robiox.com.am/games/76106209840076/Weird-Neko-Untitled-Game?privateServerLinkCode=82904708819135984126058441793717,1,126,0,0,3,0,0,0,1,1,1,1,0,0.4,0.2,0.0,0.0
https://www.robiox.com.am/games/131764904553992/Meet-Your-Neko-Stacy-Update?privateServerLinkCode=82904708819135984126058441793717,1,130,0,0,3,0,0,0,1,1,1,1,0,0.4,0.2,0.0,0.0
https://www.robiox.com.am/communities/4842778597/Artistique,1,59,0,0,3,0,0,0,1,1,1,1,0,0.375,0.0625,0.0,0.0
https://www.robiox.com.am/games/2753915549/UPDATE-Blox-Fruits?privateServerLinkCode=74457820261842037909343154072836,1,116,0,0,3,0,0,0,1,1,1,1,0,0.4,0.2,0.0,0.0
https://www.robiox.com.am/users/890556873/profile,1,49,0,0,3,0,0,0,1,1,1,0,0,0.2571428571428571,0.08571428571428572,0.0,0.0
https://www.robiox.com.am/games/14153443454/Meet-a-neko?privateServerLinkCode=88366169218765929428489401487517,1,110,0,0,3,0,0,0,1,1,1,1,0,0.4,0.2,0.0,0.0
https://www.robiox.com.am/communities/3139192103/Thefixds,1,57,0,0,3,0,0,0,1,1,1,1,0,0.375,0.0625,0.0,0.0
https://roblox.tc/games/9872472334/Evade?privateServerLinkCode=28586991372002819427568847834613,1,95,0,0,1,0,0,0,1,1,1,1,0,0.4,0.2,0.0,0.0
https://www.robiox.com.am/communities/1717646415/grveyrds,1,57,0,0,3,0,0,0,1,1,1,1,0,0.375,0.0625,0.0,0.0
https://roblox.tc/users/2527525628/profile,1,42,0,0,1,0,0,0,1,1,1,0,0,0.2571428571428571,0.08571428571428572,0.0,0.0
https://roblox.tc/users/7643981949/profile,1,42,0,0,1,0,0,0,1,1,1,0,0,0.2571428571428571,0.08571428571428572,0.0,0.0
https://roblox.tc/users/9018915488/profile,1,42,0,0,1,0,0,0,1,1,1,0,0,0.2571428571428571,0.08571428571428572,0.0,0.0
https://roblox.tc/communities/9442828240/Almaraket,1,50,0,0,1,0,0,0,1,1,1,1,0,0.375,0.0625,0.0,0.0
https://roblox.tc/communities/6514438931/VIP-Community,1,54,0,0,1,0,0,0,1,1,1,1,0,0.375,0.0625,0.0,0.0
https://roblox.tc/communities/4183949668/ADORStudio,1,51,0,0,1,0,0,0,1,1,1,1,0,0.375,0.0625,0.0,0.0
https://roblox.tc/games/109983668079237/Steal-a-Brainrot?privateServerLinkCode=11785002288393756828519739785973,1,111,0,0,1,0,0,0,1,1,1,1,0,0.4,0.2,0.0,0.0
https://roblox.tc/communities/2319943998/Blox-Forest,1,52,0,0,1,0,0,0,1,1,1,1,0,0.375,0.0625,0.0,0.0
https://roblox.com.tg/users/7125519574/profile,1,46,0,0,2,0,0,0,1,1,1,0,0,0.2571428571428571,0.08571428571428572,0.0,0.0
https://roblox.com.tg/users/6668520211/profile,1,46,0,0,2,0,0,0,1,1,1,0,0,0.2571428571428571,0.08571428571428572,0.0,0.0
https://r.oblox.com.kz/games/2753915549/Blox-Fruits?privateServerLinkCode=96614729681849927647801205793898,1,106,0,0,3,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0
https://roblox.com.tg/users/5014326981/profile,1,46,0,0,2,0,0,0,1,1,1,0,0,0.2571428571428571,0.08571428571428572,0.0,0.0
https://roblox.com.ml/games/88647471069032/Neko-Line-Simulator?privateServerLinkCode=38686420776001887645184392452348,1,117,0,0,2,0,0,0,1,1,1,1,0,0.4,0.2,0.0,0.0
https://roblox.com.ml/users/9185902031/profile,1,46,0,0,2,0,0,0,1,1,1,0,0,0.2571428571428571,0.08571428571428572,0.0,0.0
https://roblox.com.tg/communities/9262028436/AlvinBilat,1,55,0,0,2,0,0,0,1,1,1,1,0,0.375,0.0625,0.0,0.0
https://roblox.com.tg/communities/3534302254/VOLTRAGEPLAYERS,1,60,0,0,2,0,0,0,1,1,1,1,0,0.375,0.0625,0.0,0.0
https://nlink.at/iOIQ,1,21,0,0,1,0,0,0,1,1,1,0,0,0.3181818181818182,0.13636363636363635,0.0,0.0
https://clik.now/pJmZ,1,21,0,0,1,0,0,0,1,1,1,0,0,0.3888888888888889,0.16666666666666666,0.0,0.0
https://roblox.com.ml/games/88270880256027/WORKING-SUSSY-SWAP-SIMULATOR-2?privateServerLinkCode=28754703996268070806420744939287,1,128,0,0,2,0,0,0,1,1,1,1,0,0.4,0.2,0.0,0.0
https://roblox.com.ml/users/1043993178/profile,1,46,0,0,2,0,0,0,1,1,1,0,0,0.2571428571428571,0.08571428571428572,0.0,0.0
http://www.tinyurl.com/rblx-vip-server/,1,39,0,0,2,0,0,0,0,1,1,0,0,0.3888888888888889,0.16666666666666666,0.0,0.0
https://robiox.com.am/games/109983668079237/Steal-a-Brainrot?privateServerLinkCode=75199930729162956437430278832451,1,115,0,0,2,0,0,0,1,1,1,1,0,0.4,0.2,0.0,0.0
http://www.robiox.com.tg/users/448254094966/profile,1,51,0,0,3,0,0,0,0,1,1,0,0,0.3,0.1,0.0,0.0
http://www.robiox.com.tg/users/493641197662/profile,1,51,0,0,3,0,0,0,0,1,1,0,0,0.2903225806451613,0.0967741935483871,0.0,0.0
http://www.robiox.com.tg/users/372202295587/profile/,1,52,0,0,3,0,0,0,0,1,1,0,0,0.25925925925925924,0.1111111111111111,0.0,0.0
https://www.robiox.com.ua/users/5276087801/profile,1,50,0,0,3,0,0,0,1,1,1,0,0,0.2571428571428571,0.08571428571428572,0.0,0.0
https://nlink.at/QP02,1,21,0,0,1,0,0,0,1,1,1,0,0,0.2571428571428571,0.08571428571428572,0.0,0.0
